05/05/2024 14:38:12, add, high, 223126, Racelink 223126 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [400]  Q-Team VDK Racing , , 
05/05/2024 14:48:20, add, high, 222963, Racelink 222963 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [446]  Milo Compact Machinery , , 
05/05/2024 14:48:20, add, high, 222920, Racelink 222920 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [421]  VMax , , 
05/05/2024 14:48:20, add, high, 222943, Racelink 222943 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [424]  Groupe Lemoine By M3M , , 
05/05/2024 14:48:20, add, high, 224019, Racelink 224019 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [135]  Eagle Driver , , 
05/05/2024 14:48:20, add, high, 225615, Racelink 225615 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [462]  Eurodatacar 462 , , 
05/05/2024 14:48:20, add, high, 224220, Racelink 224220 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [541]  Michael Mazuin Sport , , 
05/05/2024 14:48:20, add, high, 222958, Racelink 222958 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [490]  Baltisse Racing , , 
05/05/2024 14:48:20, add, high, 225526, Racelink 225526 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [403]  Milo Racing , , 
05/05/2024 14:48:20, add, high, 222909, Racelink 222909 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [260]  Mc Donalds Racing by Comtoyou , , 
05/05/2024 14:48:20, add, high, 223067, Racelink 223067 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [468]  No Limit Racing , , 
05/05/2024 14:48:20, add, high, 225617, Racelink 225617 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [499]  SGRT.BE , , 
05/05/2024 14:48:20, add, high, 223059, Racelink 223059 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 22, [506]  No Limit Racing , , 
05/05/2024 14:48:20, add, high, 222905, Racelink 222905 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [432]  BR team 2 , , 
05/05/2024 14:48:20, add, high, 224014, Racelink 224014 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [282]  Cogepart By M3M , , 
05/05/2024 14:48:20, add, high, 223236, Racelink 223236 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [463]  M3M , , 
05/05/2024 14:48:20, add, high, 223133, Racelink 223133 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 6, [481]  M3M , , 
05/05/2024 14:48:20, add, high, 222942, Racelink 222942 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [442]  Orhes - Systemic , , 
05/05/2024 14:48:20, add, high, 222947, Racelink 222947 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [373]  La Cylindrerie Racing Team , , 
05/05/2024 14:48:20, add, high, 223132, Racelink 223132 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [402]  Zosh - 4C Motors , , 
05/05/2024 14:48:20, add, high, 222898, Racelink 222898 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [38]  JAPP by AC Motorsport , , 
05/05/2024 14:48:20, add, high, 222890, Racelink 222890 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [280]  Milo Sens , , 
05/05/2024 14:48:20, add, high, 222953, Racelink 222953 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [423]  Orhes - Motul - Miti , , 
05/05/2024 14:48:20, add, high, 223282, Racelink 223282 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [482]  No Limit Racing , , 
05/05/2024 14:48:20, add, high, 222903, Racelink 222903 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [522]  Haas RT , , 
05/05/2024 14:48:20, add, high, 223230, Racelink 223230 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [526]  GDL SPAIN , , 
05/05/2024 14:48:20, add, high, 223243, Racelink 223243 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [532]  GDL ITALY , , 
05/05/2024 14:48:20, add, high, 224020, Racelink 224020 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [454]  Team TAHA , , 
05/05/2024 14:48:20, add, high, 223266, Racelink 223266 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [181]  DEFI 181 , , 
05/05/2024 14:48:20, add, high, 222860, Racelink 222860 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [480]  Milo Racing , , 
05/05/2024 14:48:20, add, high, 213185, Racelink 213185 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [888]  SP Consulting by SRS , , 
05/05/2024 14:48:20, add, high, 223276, Racelink 223276 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 20, [525]  Team Viking Ursus Capital Racing , , 
05/05/2024 14:48:20, add, high, 222924, Racelink 222924 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [114]  Clubsport Racing , , 
05/05/2024 14:48:21, resolve, high, 223282, Racelink 223282 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 1579 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 10, [482]  No Limit Racing , , 
05/05/2024 14:48:21, resolve, high, 223067, Racelink 223067 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 1579 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [468]  No Limit Racing , , 
05/05/2024 14:48:21, update, high, 222967, Racelink 222967 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [283]  Milo Sono Xclusive , , 
05/05/2024 14:48:21, resolve, high, 222912, Racelink 222912 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 1579 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [529]  Ohres - Europierre - Sofrat , , 
05/05/2024 14:48:21, resolve, high, 223236, Racelink 223236 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 1579 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 18, [463]  M3M , , 
05/05/2024 14:48:21, resolve, high, 222860, Racelink 222860 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 1579 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [480]  Milo Racing , , 
05/05/2024 14:48:21, resolve, high, 224019, Racelink 224019 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 1579 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [135]  Eagle Driver , , 
05/05/2024 14:48:21, update, high, 222905, Racelink 222905 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 21, [432]  BR team 2 , , 
05/05/2024 14:48:21, resolve, high, 222890, Racelink 222890 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 1579 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 9, [280]  Milo Sens , , 
05/05/2024 14:48:21, resolve, high, 222963, Racelink 222963 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 1579 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [446]  Milo Compact Machinery , , 
